"ADM_RATE","CONTROL","net_cost","income_group"
0.9688,"Public",19609,"Q5"
0.9934,"Public",18543,"Q5"
0.1716,"Private",NA,"Q5"
0.6349,"Private",NA,"Q5"
0.7511,"Private",NA,"Q5"
0.8257,"Public",21735,"Q5"
0.7755,"Public",20748,"Q5"
0.5493,"Private",NA,"Q5"
0.3321,"Public",25938,"Q5"
0.8514,"Private",NA,"Q5"
0.5902,"Public",23766,"Q5"
0.4106,"Private",NA,"Q5"
0.6505,"Private",NA,"Q5"
0.7411,"Private",NA,"Q5"
0.6203,"Public",21863,"Q5"
0.5486,"Private",NA,"Q5"
0.3605,"Private",NA,"Q5"
0.6356,"Public",21679,"Q5"
0.2165,"Private",NA,"Q5"
0.8136,"Public",22977,"Q5"
0.6369,"Private",NA,"Q5"
0.8835,"Private",NA,"Q5"
0.8096,"Public",21163,"Q5"
0.8252,"Private",NA,"Q5"
0.6499,"Public",17019,"Q5"
0.7679,"Public",18536,"Q5"
0.7831,"Public",19467,"Q5"
0.637,"Private",NA,"Q5"
0.5572,"Public",12627,"Q5"
0.5714,"Private",NA,"Q5"
0.3116,"Private",NA,"Q5"
0.0385,"Private",NA,"Q5"
0.7281,"Private",NA,"Q5"
0.8456,"Private",NA,"Q5"
0.7449,"Public",16075,"Q5"
0.7028,"Public",24353,"Q5"
0.6913,"Public",23279,"Q5"
0.2999,"Public",24427,"Q5"
0.4732,"Public",21036,"Q5"
0.9459,"Public",18766,"Q5"
0.5848,"Private",NA,"Q5"
0.9311,"Private",NA,"Q5"
0.1843,"Private",NA,"Q5"
0.5196,"Public",NA,"Q5"
0.8216,"Public",19985,"Q5"
0.5917,"Private",NA,"Q5"
0.7967,"Public",19050,"Q5"
0.9709,"Public",21043,"Q5"
0.6651,"Private",NA,"Q5"
0.972,"Private",NA,"Q5"
0.7676,"Private",NA,"Q5"
0.8522,"Private",NA,"Q5"
0.876,"Private",NA,"Q5"
0.7214,"Private",NA,"Q5"
0.7323,"Private",NA,"Q5"
0.9286,"Private",NA,"Q5"
0.8208,"Public",25408,"Q5"
0.5523,"Public",23637,"Q5"
0.8371,"Public",21493,"Q5"
0.5696,"Private",NA,"Q5"
0.6452,"Private",NA,"Q5"
0.9091,"Private",NA,"Q5"
0.4091,"Private",NA,"Q5"
0.4267,"Public",11784,"Q5"
0.6905,"Private",NA,"Q5"
0.457,"Public",15053,"Q5"
0.6649,"Public",11025,"Q5"
0.7446,"Public",19910,"Q5"
0.7868,"Public",12201,"Q5"
0.8485,"Public",NA,"Q5"
0.8102,"Public",13243,"Q5"
0.4478,"Public",12730,"Q5"
0.1327,"Private",NA,"Q5"
0.7122,"Public",14718,"Q5"
0.5131,"Public",11676,"Q5"
0.7696,"Private",NA,"Q5"
0.851,"Public",13863,"Q5"
0.6892,"Private",NA,"Q5"
0.7887,"Private",NA,"Q5"
0.5556,"Private",NA,"Q5"
0.6769,"Private",NA,"Q5"
0.8423,"Private",NA,"Q5"
0.8114,"Private",NA,"Q5"
0.7018,"Private",NA,"Q5"
0.6992,"Private",NA,"Q5"
0.7656,"Private",NA,"Q5"
0.6621,"Private",NA,"Q5"
0.7269,"Private",NA,"Q5"
0.7561,"Private",NA,"Q5"
0.5745,"Private",NA,"Q5"
0.6119,"Private",NA,"Q5"
0.6839,"Private",NA,"Q5"
0.5397,"Private",NA,"Q5"
0.7515,"Private",NA,"Q5"
0.8194,"Private",NA,"Q5"
0.9899,"Public",13069,"Q5"
0.706,"Private",NA,"Q5"
0.8468,"Public",15876,"Q5"
0.7646,"Public",17843,"Q5"
0.8476,"Public",16464,"Q5"
0.72,"Public",17705,"Q5"
0.8134,"Public",16778,"Q5"
0.7547,"Public",15166,"Q5"
0.8927,"Public",17630,"Q5"
0.8927,"Public",16473,"Q5"
0.6792,"Public",22900,"Q5"
0.8608,"Public",20936,"Q5"
0.9647,"Public",16656,"Q5"
0.8663,"Public",16536,"Q5"
0.8285,"Public",16277,"Q5"
0.9569,"Public",14211,"Q5"
0.7368,"Private",NA,"Q5"
0.6496,"Private",NA,"Q5"
0.9762,"Public",NA,"Q5"
0.6742,"Public",NA,"Q5"
0.7154,"Public",NA,"Q5"
0.8602,"Public",NA,"Q5"
0.9241,"Public",NA,"Q5"
0.806,"Public",NA,"Q5"
0.6976,"Private",NA,"Q5"
0.8642,"Private",NA,"Q5"
0.47,"Private",NA,"Q5"
0.4761,"Private",NA,"Q5"
0.3711,"Private",NA,"Q5"
0.5307,"Private",NA,"Q5"
0.7632,"Private",NA,"Q5"
0.7286,"Private",NA,"Q5"
0.4439,"Private",NA,"Q5"
0.9234,"Public",NA,"Q5"
0.5302,"Public",NA,"Q5"
0.2547,"Public",NA,"Q5"
0.8065,"Public",NA,"Q5"
0.8342,"Public",NA,"Q5"
0.4487,"Public",NA,"Q5"
0.4908,"Public",NA,"Q5"
0.725,"Public",13526,"Q5"
0.6398,"Public",NA,"Q5"
0.5248,"Public",6972,"Q5"
0.3186,"Private",NA,"Q5"
0.4706,"Private",NA,"Q5"
0.8889,"Private",NA,"Q5"
0.3056,"Private",NA,"Q5"
0.9782,"Public",16261,"Q5"
0.0569,"Private",NA,"Q5"
0.6042,"Public",21612,"Q5"
0.5,"Public",NA,"Q5"
0.5118,"Public",10575,"Q5"
0.6504,"Public",NA,"Q5"
0.9744,"Public",NA,"Q5"
0.5912,"Public",NA,"Q5"
0.8442,"Public",NA,"Q5"
0.9224,"Public",NA,"Q5"
0.59,"Public",18019,"Q5"
0.4304,"Public",15105,"Q5"
0.6251,"Public",20087,"Q5"
0.8281,"Private",NA,"Q5"
0.3022,"Public",NA,"Q5"
0.3005,"Private",NA,"Q5"
0.7526,"Private",NA,"Q5"
0.5,"Public",NA,"Q5"
0.7367,"Public",NA,"Q5"
0.8558,"Private",NA,"Q5"
0.625,"Public",NA,"Q5"
0.7568,"Public",21938,"Q5"
0.8523,"Public",20357,"Q5"
0.7815,"Private",NA,"Q5"
0.4783,"Private",NA,"Q5"
0.9781,"Private",NA,"Q5"
0.625,"Public",NA,"Q5"
0.3498,"Private",NA,"Q5"
0.8,"Private",NA,"Q5"
0.4676,"Public",NA,"Q5"
0.5769,"Public",NA,"Q5"
0.6081,"Public",NA,"Q5"
0.759,"Public",14589,"Q5"
0.444,"Public",18167,"Q5"
0.6973,"Private",NA,"Q5"
0.6496,"Private",NA,"Q5"
0.7222,"Public",NA,"Q5"
0.8571,"Public",NA,"Q5"
0.3077,"Public",NA,"Q5"
0.1364,"Public",NA,"Q5"
0.25,"Public",NA,"Q5"
0.7619,"Private",NA,"Q5"
0.1826,"Public",NA,"Q5"
0.7222,"Public",NA,"Q5"
0.75,"Public",NA,"Q5"
0.4677,"Public",NA,"Q5"
0.3261,"Public",NA,"Q5"
0.8625,"Public",NA,"Q5"
0.8581,"Public",17184,"Q5"
0.8909,"Public",NA,"Q5"
0.8095,"Private",NA,"Q5"
0.9344,"Public",20872,"Q5"
0.9032,"Public",NA,"Q5"
0.5,"Public",NA,"Q5"
0.7153,"Public",NA,"Q5"
0.3864,"Public",NA,"Q5"
0.5,"Public",NA,"Q5"
0.4348,"Public",NA,"Q5"
0.7479,"Public",16321,"Q5"
0.9944,"Private",NA,"Q5"
0.8472,"Private",NA,"Q5"
0.6667,"Public",20289,"Q5"
0.7368,"Private",NA,"Q5"
0.4479,"Public",NA,"Q5"
0.3529,"Public",17255,"Q5"
0.9574,"Public",15263,"Q5"
0.6579,"Public",18097,"Q5"
0.4207,"Public",12981,"Q5"
0.9,"Private",NA,"Q5"
0.375,"Private",NA,"Q5"
0.6838,"Private",NA,"Q5"
0.7848,"Private",NA,"Q5"
0.8587,"Private",NA,"Q5"
0.8929,"Private",NA,"Q5"
0.4737,"Public",NA,"Q5"
0.5037,"Public",15974,"Q5"
0.6443,"Public",22515,"Q5"
0.1685,"Private",NA,"Q5"
0.5201,"Private",NA,"Q5"
0.6667,"Private",NA,"Q5"
0.7551,"Public",27522,"Q5"
0.7808,"Private",NA,"Q5"
0.5961,"Private",NA,"Q5"
0.3074,"Private",NA,"Q5"
0.4401,"Public",17325,"Q5"
0.757,"Public",17514,"Q5"
0.6512,"Private",NA,"Q5"
0.4605,"Private",NA,"Q5"
0.5536,"Private",NA,"Q5"
0.8684,"Private",NA,"Q5"
0.3461,"Public",NA,"Q5"
0.7874,"Private",NA,"Q5"
0.766,"Private",NA,"Q5"
0.9767,"Private",NA,"Q5"
0.9143,"Private",NA,"Q5"
0.9815,"Private",NA,"Q5"
0.8814,"Private",NA,"Q5"
0.4714,"Private",NA,"Q5"
0.8815,"Private",NA,"Q5"
0.6154,"Private",NA,"Q5"
0.9333,"Private",NA,"Q5"
0.7138,"Public",25441,"Q5"
0.7143,"Public",NA,"Q5"
0.7059,"Private",NA,"Q5"
0.6102,"Public",NA,"Q5"
0.4103,"Public",5973,"Q5"
0.4486,"Public",12191,"Q5"
0.7647,"Private",NA,"Q5"
0.6102,"Public",14564,"Q5"
0.6343,"Public",18375,"Q5"
0.8989,"Public",NA,"Q1"
0.8673,"Public",NA,"Q1"
0.8062,"Public",NA,"Q1"
0.5125,"Public",NA,"Q1"
0.5655,"Public",NA,"Q1"
0.8371,"Public",NA,"Q1"
0.8274,"Public",NA,"Q1"
0.6422,"Private",15741,"Q1"
0.8326,"Public",NA,"Q1"
0.9957,"Public",NA,"Q1"
0.7125,"Private",14149,"Q1"
0.8729,"Public",NA,"Q1"
0.8092,"Public",NA,"Q1"
0.3435,"Private",25558,"Q1"
0.7697,"Private",16298,"Q1"
0.8604,"Public",NA,"Q1"
0.4627,"Private",14705,"Q1"
0.9615,"Private",10494,"Q1"
0.43,"Private",17075,"Q1"
0.6821,"Public",NA,"Q1"
0.3511,"Private",27806,"Q1"
0.4888,"Public",NA,"Q1"
0.8023,"Public",NA,"Q1"
0.7692,"Public",NA,"Q1"
0.7898,"Private",34694,"Q1"
0.9137,"Public",NA,"Q1"
0.5274,"Public",NA,"Q1"
0.5858,"Public",NA,"Q1"
0.277,"Public",NA,"Q1"
0.7551,"Public",NA,"Q1"
0.8503,"Public",NA,"Q1"
0.8615,"Private",12611,"Q1"
0.8997,"Public",NA,"Q1"
0.7628,"Private",20056,"Q1"
0.6221,"Public",NA,"Q1"
0.8039,"Private",17092,"Q1"
0.6982,"Private",13333,"Q1"
0.7011,"Private",13032,"Q1"
0.5838,"Public",NA,"Q1"
0.6081,"Public",NA,"Q1"
0.5736,"Public",NA,"Q1"
0.8167,"Private",40082,"Q1"
0.7985,"Private",23732,"Q1"
0.8321,"Private",6816,"Q1"
0.7286,"Private",25538,"Q1"
0.788,"Private",20886,"Q1"
0.8157,"Private",25131,"Q1"
0.1055,"Private",9110,"Q1"
0.4802,"Private",22038,"Q1"
0.3123,"Public",NA,"Q1"
0.4922,"Private",19768,"Q1"
0.6626,"Public",NA,"Q1"
0.7215,"Public",NA,"Q1"
0.5831,"Public",NA,"Q1"
0.5218,"Public",NA,"Q1"
0.7161,"Public",NA,"Q1"
0.5747,"Public",NA,"Q1"
0.5815,"Public",NA,"Q1"
0.4579,"Public",NA,"Q1"
0.6872,"Public",NA,"Q1"
0.3082,"Public",NA,"Q1"
0.6752,"Public",NA,"Q1"
0.4624,"Public",NA,"Q1"
0.6968,"Public",NA,"Q1"
0.18,"Public",NA,"Q1"
0.4521,"Public",NA,"Q1"
0.4239,"Public",NA,"Q1"
0.2199,"Public",NA,"Q1"
0.62,"Public",NA,"Q1"
0.375,"Public",NA,"Q1"
0.4444,"Public",NA,"Q1"
0.5991,"Public",NA,"Q1"
0.8333,"Private",11159,"Q1"
0.2992,"Private",36643,"Q1"
0.4471,"Private",24746,"Q1"
0.8889,"Private",NA,"Q1"
0.9119,"Private",19329,"Q1"
0.1173,"Private",11104,"Q1"
0.548,"Private",23237,"Q1"
0.6667,"Private",NA,"Q1"
0.7752,"Private",26060,"Q1"
0.7844,"Private",12391,"Q1"
0.8018,"Public",NA,"Q1"
0.7482,"Private",15666,"Q1"
0.3895,"Private",16128,"Q1"
0.4327,"Private",34916,"Q1"
0.4677,"Private",19453,"Q1"
0.6137,"Private",20083,"Q1"
0.5412,"Private",25080,"Q1"
0.6798,"Private",19288,"Q1"
0.7409,"Private",22749,"Q1"
0.872,"Private",23260,"Q1"
0.4239,"Private",15635,"Q1"
0.4628,"Private",26972,"Q1"
0.5055,"Private",18430,"Q1"
0.7265,"Private",21617,"Q1"
0.3734,"Private",17229,"Q1"
0.1451,"Private",11907,"Q1"
0.6654,"Private",23653,"Q1"
0.1392,"Private",4712,"Q1"
0.672,"Private",19403,"Q1"
0.3121,"Public",NA,"Q1"
0.4885,"Private",17932,"Q1"
0.8269,"Private",40793,"Q1"
0.3986,"Private",21831,"Q1"
0.6379,"Public",NA,"Q1"
0.6129,"Private",23039,"Q1"
0.6929,"Private",13609,"Q1"
0.6347,"Public",NA,"Q1"
0.5122,"Private",22527,"Q1"
0.555,"Private",13519,"Q1"
0.6947,"Private",28173,"Q1"
0.8186,"Public",NA,"Q1"
0.6977,"Private",18985,"Q1"
0.8667,"Private",40005,"Q1"
0.1984,"Private",16403,"Q1"
0.79,"Private",20643,"Q1"
0.7016,"Private",22886,"Q1"
0.6325,"Private",13112,"Q1"
0.5575,"Private",21584,"Q1"
0.526,"Public",NA,"Q1"
0.7587,"Public",NA,"Q1"
0.91,"Public",NA,"Q1"
0.8771,"Public",NA,"Q1"
0.9764,"Private",22074,"Q1"
0.2228,"Private",11662,"Q1"
0.3743,"Public",NA,"Q1"
0.7743,"Public",NA,"Q1"
0.7673,"Private",21513,"Q1"
0.875,"Public",NA,"Q1"
0.8212,"Public",NA,"Q1"
0.7116,"Public",NA,"Q1"
0.6957,"Public",NA,"Q1"
0.6986,"Private",17088,"Q1"
0.9434,"Public",NA,"Q1"
0.932,"Public",NA,"Q1"
0.6821,"Private",21573,"Q1"
0.6385,"Private",21387,"Q1"
0.6413,"Public",NA,"Q1"
0.3585,"Private",6586,"Q1"
0.5366,"Public",NA,"Q1"
0.6453,"Public",NA,"Q1"
0.7116,"Private",25579,"Q1"
0.6173,"Private",24987,"Q1"
0.8537,"Private",20811,"Q1"
0.7441,"Private",25179,"Q1"
0.6722,"Private",26380,"Q1"
0.7624,"Private",30549,"Q1"
0.857,"Private",20680,"Q1"
0.7542,"Public",NA,"Q1"
0.3178,"Private",8319,"Q1"
0.2092,"Private",5736,"Q1"
0.6549,"Public",NA,"Q1"
0.0705,"Private",7596,"Q1"
0.4168,"Public",NA,"Q1"
0.6468,"Public",NA,"Q1"
0.5231,"Private",19080,"Q1"
0.625,"Private",19444,"Q1"
0.4312,"Private",24281,"Q1"
0.6007,"Private",31970,"Q1"
0.2712,"Private",29538,"Q1"
0.6558,"Private",10280,"Q1"
0.3308,"Private",19079,"Q1"
0.1697,"Private",10197,"Q1"
0.493,"Private",20770,"Q1"
0.75,"Private",10073,"Q1"
0.5231,"Private",13351,"Q1"
0.4257,"Private",8469,"Q1"
0.4678,"Private",18897,"Q1"
0.666,"Private",16446,"Q1"
0.776,"Private",31003,"Q1"
0.4172,"Private",20290,"Q1"
0.4894,"Public",NA,"Q1"
0.7104,"Private",24246,"Q1"
0.7405,"Private",30738,"Q1"
0.45,"Public",NA,"Q1"
0.4773,"Public",NA,"Q1"
0.4987,"Private",17514,"Q1"
0.1336,"Private",18425,"Q1"
0.6045,"Private",27015,"Q1"
0.4304,"Public",NA,"Q1"
0.4159,"Private",16142,"Q1"
0.4989,"Private",17742,"Q1"
0.5681,"Public",NA,"Q1"
0.4655,"Public",NA,"Q1"
0.4737,"Private",17657,"Q1"
0.9331,"Private",22055,"Q1"
0.4044,"Private",20783,"Q1"
0.5343,"Public",NA,"Q1"
0.5102,"Private",9013,"Q1"
0.5746,"Private",25324,"Q1"
0.8412,"Private",18750,"Q1"
0.7331,"Private",40140,"Q1"
0.5889,"Private",24545,"Q1"
0.7662,"Private",18898,"Q1"
0.4524,"Public",NA,"Q1"
0.4567,"Private",17435,"Q1"
0.5925,"Private",18841,"Q1"
0.5932,"Private",17264,"Q1"
0.5221,"Private",23253,"Q1"
0.4847,"Private",10650,"Q1"
0.4808,"Public",NA,"Q1"
0.709,"Public",NA,"Q1"
0.1992,"Public",NA,"Q1"
0.6998,"Public",NA,"Q1"
0.568,"Private",29006,"Q1"
0.6032,"Private",17983,"Q1"
0.7829,"Private",13602,"Q1"
0.8221,"Public",NA,"Q1"
0.477,"Public",NA,"Q1"
0.5543,"Public",NA,"Q1"
0.5704,"Private",15101,"Q1"
0.2633,"Private",18204,"Q1"
0.3273,"Public",NA,"Q1"
0.5493,"Public",NA,"Q1"
0.6803,"Public",NA,"Q1"
0.6798,"Public",NA,"Q1"
0.52,"Public",NA,"Q1"
0.5466,"Public",NA,"Q1"
0.5608,"Public",NA,"Q1"
0.4529,"Public",NA,"Q1"
0.5654,"Public",NA,"Q1"
0.7454,"Private",20329,"Q1"
0.69,"Private",17221,"Q1"
0.6684,"Private",28302,"Q1"
0.6118,"Private",14919,"Q1"
0.514,"Private",17738,"Q1"
0.6547,"Private",29183,"Q1"
0.8299,"Public",NA,"Q1"
0.6807,"Private",15924,"Q1"
0.3802,"Private",27523,"Q1"
0.7798,"Public",NA,"Q1"
0.5522,"Public",NA,"Q1"
0.5385,"Public",NA,"Q1"
0.5365,"Private",14318,"Q1"
0.8359,"Private",17200,"Q1"
0.752,"Public",NA,"Q1"
0.8009,"Public",NA,"Q1"
0.6411,"Private",17551,"Q1"
0.7766,"Public",NA,"Q1"
0.6565,"Public",NA,"Q1"
0.9977,"Public",NA,"Q1"
0.617,"Private",18762,"Q1"
0.9963,"Private",5154,"Q1"
0.7184,"Private",35840,"Q1"
0.5867,"Private",16501,"Q1"
0.7595,"Private",13607,"Q1"
0.6694,"Private",18500,"Q1"
0.2865,"Public",NA,"Q1"
0.0881,"Private",8112,"Q1"
0.9053,"Private",26593,"Q1"
0.5441,"Private",16686,"Q1"
0.5987,"Private",22442,"Q1"
0.6191,"Public",NA,"Q1"
0.718,"Private",14865,"Q1"
0,"Private",NA,"Q1"
0.657,"Private",15854,"Q1"
0.9299,"Private",28002,"Q1"
0.714,"Public",NA,"Q1"
0.695,"Private",16114,"Q1"
0.6239,"Public",NA,"Q1"
0.5838,"Private",19342,"Q1"
0.5697,"Private",15133,"Q1"
0.6892,"Public",NA,"Q1"
0.7496,"Private",15725,"Q1"
0.5727,"Private",18699,"Q1"
0.5587,"Private",14434,"Q1"
0.8919,"Private",25002,"Q1"
0.6875,"Private",16099,"Q1"
0.8747,"Private",13646,"Q1"
0.914,"Private",22627,"Q1"
0,"Private",NA,"Q1"
0.6289,"Private",12931,"Q1"
0.8636,"Private",NA,"Q1"
0.5512,"Private",15405,"Q1"
0.6431,"Private",11179,"Q1"
0.6855,"Private",18479,"Q1"
0.9881,"Private",17217,"Q1"
0.6365,"Private",16656,"Q1"
0.5234,"Private",14456,"Q1"
0.5613,"Public",NA,"Q1"
0.1532,"Private",15841,"Q1"
0.5981,"Public",NA,"Q1"
0.8196,"Private",16051,"Q1"
0.8859,"Private",15438,"Q1"
0.21,"Private",20441,"Q1"
0.7878,"Private",25834,"Q1"
0.5997,"Private",13139,"Q1"
0.5141,"Private",16348,"Q1"
0.5054,"Private",14350,"Q1"
0.5977,"Public",NA,"Q1"
0.5455,"Private",11280,"Q1"
0.7887,"Public",NA,"Q1"
0.8419,"Public",NA,"Q1"
0.9022,"Private",18386,"Q1"
0.9372,"Private",16086,"Q1"
0.374,"Private",25346,"Q1"
0.5931,"Public",NA,"Q1"
0.6871,"Private",15720,"Q1"
0.5545,"Private",20389,"Q1"
0.6054,"Public",NA,"Q1"
0.7158,"Private",15035,"Q1"
0.661,"Private",23041,"Q1"
0.6121,"Private",19227,"Q1"
0.637,"Private",13270,"Q1"
0.8409,"Private",16231,"Q1"
0.6002,"Private",12792,"Q1"
0.7884,"Private",12005,"Q1"
0.9732,"Private",13584,"Q1"
0.8309,"Public",NA,"Q1"
0.6958,"Public",NA,"Q1"
0.8443,"Private",15980,"Q1"
0.7225,"Private",22121,"Q1"
0.6934,"Public",NA,"Q1"
0.8306,"Public",NA,"Q1"
0.7355,"Public",NA,"Q1"
0.7003,"Public",NA,"Q1"
0.7217,"Public",NA,"Q1"
0.7625,"Public",NA,"Q1"
0.7945,"Public",NA,"Q1"
0.5381,"Public",NA,"Q1"
0.8889,"Public",NA,"Q1"
0.7116,"Private",17075,"Q1"
0.5795,"Private",16362,"Q1"
0.9515,"Private",27683,"Q1"
0.223,"Private",12176,"Q1"
0.7285,"Private",14730,"Q1"
0.6063,"Public",NA,"Q1"
0.7218,"Public",NA,"Q1"
0.5622,"Private",29173,"Q1"
0.5362,"Private",13094,"Q1"
0.8568,"Private",15167,"Q1"
0.4762,"Private",21601,"Q1"
0.876,"Private",18112,"Q1"
0.7157,"Private",20757,"Q1"
0.7969,"Private",13980,"Q1"
0.5,"Private",NA,"Q1"
0.6887,"Private",10531,"Q1"
0.6955,"Private",15368,"Q1"
0.658,"Private",16300,"Q1"
0.7752,"Private",17166,"Q1"
0.6171,"Private",16803,"Q1"
0.6411,"Private",11267,"Q1"
0.7542,"Private",22541,"Q1"
0.6595,"Private",20374,"Q1"
0.7742,"Private",17816,"Q1"
0.6693,"Private",12612,"Q1"
0.5018,"Private",12786,"Q1"
0.9542,"Private",16178,"Q1"
0.3506,"Private",10120,"Q1"
0.3846,"Private",5564,"Q1"
0.8252,"Public",NA,"Q1"
0.8023,"Public",NA,"Q1"
0.6903,"Private",14302,"Q1"
0.7212,"Private",17471,"Q1"
0.785,"Private",17686,"Q1"
0.5337,"Private",15565,"Q1"
0.6845,"Private",16020,"Q1"
0.8331,"Public",NA,"Q1"
0.7609,"Private",17934,"Q1"
0.6,"Private",15994,"Q1"
0.9617,"Private",20196,"Q1"
0.8802,"Private",16667,"Q1"
0.5818,"Private",17757,"Q1"
0.7765,"Private",17348,"Q1"
0.5766,"Private",16597,"Q1"
0.869,"Private",14556,"Q1"
0.6057,"Private",16580,"Q1"
0.6069,"Public",NA,"Q1"
0.8917,"Public",NA,"Q1"
0.5285,"Private",20122,"Q1"
0.5862,"Private",16670,"Q1"
0.9228,"Public",NA,"Q1"
0.4472,"Private",16206,"Q1"
0.9591,"Public",NA,"Q1"
0.7923,"Public",NA,"Q1"
0.5988,"Private",14778,"Q1"
0.7223,"Private",17121,"Q1"
0.7898,"Public",NA,"Q1"
0.9576,"Public",NA,"Q1"
0.6573,"Private",18677,"Q1"
0.9478,"Private",19381,"Q1"
0.3401,"Private",169,"Q1"
0.6844,"Private",12153,"Q1"
0.6857,"Private",17161,"Q1"
0.7127,"Private",15067,"Q1"
0.6002,"Public",NA,"Q1"
0.8219,"Private",15358,"Q1"
0.5075,"Private",7955,"Q1"
0.3774,"Public",NA,"Q1"
0.6861,"Public",NA,"Q1"
0.7112,"Public",NA,"Q1"
0.7031,"Private",26721,"Q1"
0.5381,"Private",18211,"Q1"
0.8449,"Public",NA,"Q1"
0.8217,"Public",NA,"Q1"
0.467,"Public",NA,"Q1"
0.8108,"Private",15420,"Q1"
0.8775,"Private",18109,"Q1"
0.9615,"Private",15256,"Q1"
0.7416,"Private",16073,"Q1"
0.9232,"Public",NA,"Q1"
0.4363,"Public",NA,"Q1"
0.6074,"Public",NA,"Q1"
0.7623,"Public",NA,"Q1"
0.8349,"Public",NA,"Q1"
0.7423,"Private",12679,"Q1"
0.6744,"Public",NA,"Q1"
0.8707,"Private",16589,"Q1"
0.6151,"Public",NA,"Q1"
0.5036,"Public",NA,"Q1"
0.8694,"Public",NA,"Q1"
0.7724,"Public",NA,"Q1"
0.84,"Public",NA,"Q1"
0.6615,"Private",13723,"Q1"
0.448,"Public",NA,"Q1"
0.359,"Public",NA,"Q1"
0.4888,"Public",NA,"Q1"
0.593,"Public",NA,"Q1"
0.2643,"Private",22003,"Q1"
0.5443,"Private",19220,"Q1"
0.2417,"Private",14332,"Q1"
0.1495,"Private",4754,"Q1"
0.2604,"Private",4903,"Q1"
0.6639,"Public",NA,"Q1"
0.7989,"Private",13820,"Q1"
0.837,"Public",NA,"Q1"
0.8106,"Public",NA,"Q1"
0.8584,"Private",25336,"Q1"
0.681,"Public",NA,"Q1"
0.9625,"Private",27262,"Q1"
0.7778,"Private",23836,"Q1"
0.828,"Public",NA,"Q1"
0.7295,"Public",NA,"Q1"
0.5176,"Public",NA,"Q1"
0.5903,"Private",20167,"Q1"
0.355,"Public",NA,"Q1"
0.5945,"Public",NA,"Q1"
0.7173,"Private",14993,"Q1"
0.8102,"Private",17709,"Q1"
0.1813,"Private",11547,"Q1"
0.58,"Private",23191,"Q1"
0.6315,"Public",NA,"Q1"
0.4699,"Public",NA,"Q1"
0.5803,"Private",26150,"Q1"
0.5502,"Public",NA,"Q1"
0.5757,"Public",NA,"Q1"
0.6741,"Private",18556,"Q1"
0.8154,"Private",4000,"Q1"
0.4964,"Private",16549,"Q1"
0.5494,"Public",NA,"Q1"
0.7204,"Public",NA,"Q1"
0.6034,"Public",NA,"Q1"
0.5959,"Private",16577,"Q1"
0.6655,"Private",17805,"Q1"
0.7587,"Private",13883,"Q1"
0.6779,"Private",18044,"Q1"
0.1428,"Private",1936,"Q1"
0.7756,"Private",20412,"Q1"
0.5098,"Public",NA,"Q1"
0.7422,"Private",17214,"Q1"
0.2821,"Private",19718,"Q1"
0.8065,"Private",20259,"Q1"
0.576,"Private",18051,"Q1"
0.6255,"Private",23967,"Q1"
0.4379,"Private",19464,"Q1"
0.3617,"Private",41445,"Q1"
0.3222,"Private",15622,"Q1"
0.3645,"Private",35474,"Q1"
0.4561,"Private",23783,"Q1"
0.3704,"Private",13644,"Q1"
0.786,"Public",NA,"Q1"
0.3953,"Private",15082,"Q1"
0.6154,"Private",17786,"Q1"
0.6692,"Private",25775,"Q1"
0.3433,"Public",NA,"Q1"
0.5579,"Private",17378,"Q1"
0.4798,"Private",29610,"Q1"
0.6049,"Private",24713,"Q1"
0.7165,"Private",24331,"Q1"
0.6273,"Private",28411,"Q1"
0.7211,"Public",NA,"Q1"
0.5167,"Public",NA,"Q1"
0.4133,"Private",20049,"Q1"
0.6369,"Private",23475,"Q1"
0.0584,"Private",3897,"Q1"
0.3297,"Private",13791,"Q1"
0.7614,"Private",19510,"Q1"
0.6749,"Private",27727,"Q1"
0.6397,"Public",NA,"Q1"
0.6294,"Public",NA,"Q1"
0.7141,"Public",NA,"Q1"
0.8921,"Private",28944,"Q1"
0.6982,"Public",NA,"Q1"
0.0815,"Private",5554,"Q1"
0.7726,"Public",NA,"Q1"
0.786,"Private",23582,"Q1"
0.4681,"Private",13169,"Q1"
0.6065,"Private",24607,"Q1"
0.7681,"Private",35501,"Q1"
0.2777,"Private",31205,"Q1"
0.8047,"Private",23877,"Q1"
0.672,"Public",NA,"Q1"
0.3231,"Private",18570,"Q1"
0.7243,"Private",33692,"Q1"
0.6929,"Public",NA,"Q1"
0.4897,"Private",21049,"Q1"
0.4308,"Private",8438,"Q1"
0.6604,"Public",NA,"Q1"
0.6992,"Private",19559,"Q1"
0.7213,"Public",NA,"Q1"
0.7091,"Private",19500,"Q1"
0.825,"Private",22567,"Q1"
0.1884,"Private",10325,"Q1"
0.2911,"Private",10495,"Q1"
0.5761,"Private",24900,"Q1"
0.8151,"Private",23656,"Q1"
0.7487,"Public",NA,"Q1"
0.6737,"Private",19202,"Q1"
0.1702,"Private",7478,"Q1"
0.5159,"Private",26228,"Q1"
0.6062,"Public",NA,"Q1"
0.5628,"Private",15774,"Q1"
0.5639,"Private",18614,"Q1"
0.6791,"Private",14985,"Q1"
0.3751,"Private",16210,"Q1"
0.7135,"Private",10730,"Q1"
0.6975,"Private",16979,"Q1"
0.6304,"Public",NA,"Q1"
